tst_cam,det,pred
20160816_1440_1,15,0.999268
20160816_1440_1,6,0.996075
20160816_1440_1,14,0.909654
20160816_1440_1,3,0.996632
20160816_1440_1,31,0.328898
20160816_1440_1,12,0.999618
20160816_1440_1,11,0.963661
20160816_1440_1,5,0.680826
20160816_1440_1,30,0.9809
20160816_1440_1,19,0.0112347
20160816_1440_1,32,0.41974
20160816_1440_1,27,0.990309
20160816_1440_1,23,0.976775
20160816_1440_1,7,8.61239e-05
20160816_1440_1,2,0.982341
20160816_1440_1,18,5.23661e-05
20160816_1440_1,16,0.0804545
20160816_1440_1,8,0.934966
20160816_1440_1,4,0.984861
20160816_1440_1,24,0.998065
20160816_1440_1,10,0.920773
20160816_1440_1,22,0.00861059
20160816_1440_1,29,0.0565696
20160816_1440_1,20,0.0446037
20160816_1440_1,21,0.995738
20160816_0349_1,0,2.20438e-15
20160816_1805_0,0,0.00201241
20160816_0952_0,0,2.04599e-06
20160816_2334_0,0,1.38412e-05
20160816_1716_0,0,1.69625e-09
20160816_1716_0,1,1.74881e-07
20160816_1716_0,6,6.44235e-05
20160816_1716_0,3,0.0001024
20160816_1716_0,5,0.0022017
20160816_1716_0,7,0.000169195
20160816_1716_0,2,1.43321e-07
20160816_1716_0,4,2.58178e-05
20160816_1029_1,0,0.264195
20160816_1029_1,1,2.18138e-07
20160816_1029_1,2,1.15847e-05
20160816_0902_1,0,4.64698e-06
20160816_0902_1,1,0.972651
20160816_0902_1,6,4.80958e-10
20160816_0902_1,3,1.03669e-06
20160816_0902_1,5,0.762134
20160816_0902_1,7,0.988329
20160816_0902_1,2,0.811713
20160816_0902_1,8,0.0474238
20160816_0902_1,4,0.948027
20160816_1112_1,0,0.891436
20160816_1029_0,0,0.01092
20160816_1029_0,1,0.000377151
20160816_1029_0,6,0.00267866
20160816_1029_0,3,0.00562058
20160816_1029_0,5,0.00305413
20160816_1029_0,2,0.0102639
20160816_1029_0,4,0.00322015
20160816_0135_0,0,4.8255e-07
20160816_1645_1,0,0.00263578
20160816_1645_1,1,0.00161568
20160816_2224_0,9,1.73905e-09
20160816_2224_0,0,1.73107e-09
20160816_2224_0,1,8.59997e-08
20160816_2224_0,6,6.94142e-11
20160816_2224_0,3,1.55852e-06
20160816_2224_0,5,5.03848e-13
20160816_2224_0,7,1.43432e-15
20160816_2224_0,2,5.41186e-05
20160816_2224_0,8,6.10218e-08
20160816_2224_0,4,0.000101726
20160816_2224_0,10,6.30577e-08
20160816_1035_0,9,0.00082994
20160816_1035_0,0,0.000882414
20160816_1035_0,1,0.00204445
20160816_1035_0,6,7.1468e-05
20160816_1035_0,3,2.20167e-06
20160816_1035_0,5,0.00994909
20160816_1035_0,7,0.00108152
20160816_1035_0,2,6.01239e-06
20160816_1035_0,8,0.011721
20160816_1035_0,4,0.0266653
20160816_1119_0,0,2.13204e-06
20160816_2045_0,0,9.4119e-07
20160816_2045_0,1,4.79149e-06
20160816_2045_0,3,3.77817e-07
20160816_2045_0,2,1.58784e-05
20160816_0343_0,0,1.61269e-07
20160816_0428_0,0,8.73507e-06
20160816_0428_0,1,0.00732517
20160816_0428_0,2,0.00391418
20160816_1621_0,9,5.22513e-05
20160816_1621_0,13,0.00285321
20160816_1621_0,0,4.16117e-05
20160816_1621_0,1,0.00147173
20160816_1621_0,15,0.00203524
20160816_1621_0,6,0.00374293
20160816_1621_0,14,0.00146306
20160816_1621_0,3,0.000166144
20160816_1621_0,12,0.000367879
20160816_1621_0,11,0.00060561
20160816_1621_0,5,0.000563093
20160816_1621_0,7,0.0127958
20160816_1621_0,2,0.00559351
20160816_1621_0,16,0.00689063
20160816_1621_0,8,0.000584203
20160816_1621_0,4,0.000411273
20160816_1621_0,10,0.00855073
20160816_2217_0,0,1.79287e-08
20160816_2217_0,1,8.34571e-11
20160816_2217_0,3,2.73557e-11
20160816_2217_0,5,6.18095e-07
20160816_2217_0,2,2.1216e-10
20160816_2217_0,4,5.33639e-09
20160816_0816_0,9,2.88296e-09
20160816_0816_0,13,3.50275e-07
20160816_0816_0,0,1.01278e-11
20160816_0816_0,1,2.05785e-10
20160816_0816_0,6,9.42957e-11
20160816_0816_0,3,3.61867e-10
20160816_0816_0,12,1.87424e-09
20160816_0816_0,11,1.81741e-06
20160816_0816_0,5,1.4159e-09
20160816_0816_0,7,6.81745e-10
