key,length,raw_angle,x0,y0,date,time,cam_angle
20160816_1206_1/20,33,0.913839501,74.1,52.4,16-08-16,12:06:44:234,-0.913839501
20160816_1206_0/0,109,0.133853536,69.3,33,16-08-16,12:06:45:128,3.007739118
20160816_1206_0/2,29,4.588194624,96.5,84.8,16-08-16,12:06:58:414,-1.44660197
20160816_1207_1/0,28,1.428038941,89.8,38,16-08-16,12:07:01:582,-1.428038941
20160816_1207_1/4,28,0.664130116,86,32.8,16-08-16,12:07:06:417,-0.664130116
20160816_1207_1/8,26,0.766563359,82.3,44.8,16-08-16,12:07:16:781,-0.766563359
20160816_1207_1/10,63,4.062336339,94.6,101.6,16-08-16,12:07:25:175,-4.062336339
20160816_1207_0/0,22,0.197193626,109.2,13.6,16-08-16,12:07:25:762,2.944399027
20160816_1207_1/11,30,6.081066587,35.4,21.4,16-08-16,12:07:27:844,-6.081066587
20160816_1207_1/12,22,3.076684746,20.4,80.4,16-08-16,12:07:28:617,-3.076684746
20160816_1207_1/13,24,1.680468023,88.8,109,16-08-16,12:07:32:027,-1.680468023
20160816_1207_0/1,23,3.178269152,115.5,99.8,16-08-16,12:07:32:199,-0.036676498
20160816_1207_1/14,33,4.444410046,94,99.3,16-08-16,12:07:35:814,-4.444410046
20160816_1207_1/15,22,0.301246733,76.8,32.4,16-08-16,12:07:36:671,-0.301246733
20160816_1207_1/17,32,0.341483879,67.7,41.9,16-08-16,12:07:41:437,-0.341483879
20160816_1207_0/2,30,1.075519444,26.9,73.4,16-08-16,12:07:41:499,2.06607321
20160816_1207_1/18,31,4.644506731,84.5,99.6,16-08-16,12:07:42:201,-4.644506731
20160816_1207_1/19,32,4.105415264,96.5,102.8,16-08-16,12:07:43:711,-4.105415264
20160816_1207_1/20,22,1.175608626,77,43,16-08-16,12:07:45:109,-1.175608626
